id,input_lang,prompt,target,rag_prompt_2,rag_prompt_5,rag_prompt_10
979_zh,zh,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
国伟在办公室。国伟向厨房走去。国伟在办公室。国伟在学校里。卫国去公园旅游。梨花走到厨房。国伟搬到了厨房。丽华去了办公室。国伟要么在电影院，要么在学校。卫国在学校里。
</context>

QUESTION: 丽华在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",是的,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
丽华去了办公室。 国伟在办公室.
</context>

QUESTION: 丽华在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
丽华去了办公室。 国伟在办公室。 国伟在办公室。 卫国在学校里。 国伟在学校里.
</context>

QUESTION: 丽华在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
丽华去了办公室。 国伟在办公室。 国伟在办公室。 卫国在学校里。 国伟在学校里。 国伟要么在电影院，要么在学校。 国伟向厨房走去。 国伟搬到了厨房。 梨花走到厨房。 卫国去公园旅游.
</context>

QUESTION: 丽华在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
937_zh,zh,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
丽华搬到了学校。卫国去了电影院。秀英回到公园。秀英在电影院里。卫国要么在学校，要么在厨房。秀英在办公室。
</context>

QUESTION: 卫国在学校吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",或许,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
丽华搬到了学校。 卫国要么在学校，要么在厨房.
</context>

QUESTION: 卫国在学校吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
丽华搬到了学校。 卫国要么在学校，要么在厨房。 卫国去了电影院。 秀英在电影院里。 秀英回到公园.
</context>

QUESTION: 卫国在学校吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
丽华搬到了学校。 卫国要么在学校，要么在厨房。 卫国去了电影院。 秀英在电影院里。 秀英回到公园。 秀英在办公室.
</context>

QUESTION: 卫国在学校吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
965_zh,zh,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
卫国搬到了公园。秀英在学校里。丽华回到了学校。国伟要么在卧室，要么在公园。卫国要么在公园，要么在电影院。国伟回到办公室。国伟在公园里。国伟前往电影院。
</context>

QUESTION: 国伟在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",不,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
国伟回到办公室。 秀英在学校里.
</context>

QUESTION: 国伟在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
国伟回到办公室。 秀英在学校里。 国伟前往电影院。 国伟在公园里。 国伟要么在卧室，要么在公园.
</context>

QUESTION: 国伟在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
国伟回到办公室。 秀英在学校里。 国伟前往电影院。 国伟在公园里。 国伟要么在卧室，要么在公园。 卫国搬到了公园。 丽华回到了学校。 卫国要么在公园，要么在电影院.
</context>

QUESTION: 国伟在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
954_zh,zh,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
秀英回到电影院。卫国前往厨房。国伟搬到了卧室。秀英回到厨房。丽华在厨房里。卫国回到公园。丽华在卧室里。国伟要么在公园，要么在办公室。
</context>

QUESTION: 国伟在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",或许,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
国伟要么在公园，要么在办公室。 秀英回到电影院.
</context>

QUESTION: 国伟在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
国伟要么在公园，要么在办公室。 秀英回到电影院。 秀英回到厨房。 国伟搬到了卧室。 卫国前往厨房.
</context>

QUESTION: 国伟在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
国伟要么在公园，要么在办公室。 秀英回到电影院。 秀英回到厨房。 国伟搬到了卧室。 卫国前往厨房。 卫国回到公园。 丽华在卧室里。 丽华在厨房里.
</context>

QUESTION: 国伟在办公室吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
915_zh,zh,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
卫国在学校里。梨花走到厨房。国伟在公园里。国伟在学校里。卫国在电影院里。卫国在办公室。
</context>

QUESTION: 国伟在电影院吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",不,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
卫国在电影院里。 国伟在公园里.
</context>

QUESTION: 国伟在电影院吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
卫国在电影院里。 国伟在公园里。 国伟在学校里。 卫国在学校里。 卫国在办公室.
</context>

QUESTION: 国伟在电影院吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
卫国在电影院里。 国伟在公园里。 国伟在学校里。 卫国在学校里。 卫国在办公室。 梨花走到厨房.
</context>

QUESTION: 国伟在电影院吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
920_zh,zh,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
丽华去了办公室。国伟回到厨房。卫国行至卧室。国伟一行人来到了学校。丽华在公园里。国伟前往电影院。丽华在电影院里。丽华要么在办公室，要么在公园。
</context>

QUESTION: 国伟在电影院吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",是的,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
国伟前往电影院。 丽华在电影院里.
</context>

QUESTION: 国伟在电影院吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
国伟前往电影院。 丽华在电影院里。 国伟一行人来到了学校。 卫国行至卧室。 丽华在公园里.
</context>

QUESTION: 国伟在电影院吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
国伟前往电影院。 丽华在电影院里。 国伟一行人来到了学校。 卫国行至卧室。 丽华在公园里。 丽华要么在办公室，要么在公园。 国伟回到厨房。 丽华去了办公室.
</context>

QUESTION: 国伟在电影院吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
999_zh,zh,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
秀英在公园里。卫国回到办公室。国伟在公园里。梨花回到卧室。秀英回到了学校。卫国在公园里。国伟在办公室。卫国在厨房里。梨花回到厨房。国伟在卧室里。
</context>

QUESTION: 国伟在学校吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",不,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
秀英回到了学校。 秀英在公园里.
</context>

QUESTION: 国伟在学校吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
秀英回到了学校。 秀英在公园里。 国伟在公园里。 国伟在办公室。 国伟在卧室里.
</context>

QUESTION: 国伟在学校吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
秀英回到了学校。 秀英在公园里。 国伟在公园里。 国伟在办公室。 国伟在卧室里。 卫国在公园里。 卫国回到办公室。 卫国在厨房里。 梨花回到卧室。 梨花回到厨房.
</context>

QUESTION: 国伟在学校吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
925_zh,zh,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
卫国要么在卧室，要么在电影院。丽华去公园旅游。国伟搬到了公园。丽华前往办公室。卫国要么在电影院，要么在学校。国伟去了办公室。卫国要么在厨房，要么在厨房。丽华在厨房里。梨花要么在公园，要么在电影院。国伟在学校里。
</context>

QUESTION: 丽华在厨房吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",不,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
丽华在厨房里。 卫国要么在厨房，要么在厨房.
</context>

QUESTION: 丽华在厨房吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
丽华在厨房里。 卫国要么在厨房，要么在厨房。 丽华前往办公室。 丽华去公园旅游。 卫国要么在卧室，要么在电影院.
</context>

QUESTION: 丽华在厨房吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
丽华在厨房里。 卫国要么在厨房，要么在厨房。 丽华前往办公室。 丽华去公园旅游。 卫国要么在卧室，要么在电影院。 国伟在学校里。 国伟去了办公室。 国伟搬到了公园。 卫国要么在电影院，要么在学校。 梨花要么在公园，要么在电影院.
</context>

QUESTION: 丽华在厨房吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
956_zh,zh,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
卫国要么在卧室，要么在卧室。国伟前往学校。国伟一行人来到了公园。秀英前往电影院。秀英搬到了学校。卫国去了电影院。丽华一路向学校走去。卫国回到办公室。国伟要么在厨房，要么在办公室。卫国在学校里。
</context>

QUESTION: 国伟在公园里吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",不,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
国伟一行人来到了公园。 秀英前往电影院.
</context>

QUESTION: 国伟在公园里吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
国伟一行人来到了公园。 秀英前往电影院。 国伟前往学校。 卫国去了电影院。 卫国在学校里.
</context>

QUESTION: 国伟在公园里吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
国伟一行人来到了公园。 秀英前往电影院。 国伟前往学校。 卫国去了电影院。 卫国在学校里。 秀英搬到了学校。 丽华一路向学校走去。 国伟要么在厨房，要么在办公室。 卫国回到办公室。 卫国要么在卧室，要么在卧室.
</context>

QUESTION: 国伟在公园里吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
917_zh,zh,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
梨花要么在公园，要么在卧室。国伟前往学校。丽华在卧室里。秀英在卧室里。卫国去了电影院。卫国要么在学校，要么在办公室。
</context>

QUESTION: 丽华在厨房吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",不,"Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
丽华在卧室里。 秀英在卧室里.
</context>

QUESTION: 丽华在厨房吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
丽华在卧室里。 秀英在卧室里。 卫国去了电影院。 梨花要么在公园，要么在卧室。 国伟前往学校.
</context>

QUESTION: 丽华在厨房吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts mixed with unrelated information. Answer the question based only on the given facts. If the necessary information is not explicitly provided, respond with ""I don't know (IDK)""

<context>
丽华在卧室里。 秀英在卧室里。 卫国去了电影院。 梨花要么在公园，要么在卧室。 国伟前往学校。 卫国要么在学校，要么在办公室.
</context>

QUESTION: 丽华在厨房吗？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
148_zh,zh,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
健行至花园。美英去了办公室。美英走到走廊上。丽华去了办公室。美英去那里接​​了牛奶。美英把牛奶掉在那里了。梨花朝卧室走去。美英在那里买了牛奶。健搬到了办公室。美英游至花园。丽华向厨房走去。丽华把足球带到了那里。美英把牛奶倒掉了。明浩走到走廊上。丽华把足球扔掉了。梨花游至花园。
</context>

QUESTION: 足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}",厨房,"Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
丽华把足球带到了那里。 丽华把足球扔掉了.
</context>

QUESTION: 足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
丽华把足球带到了那里。 丽华把足球扔掉了。 美英游至花园。 美英去那里接​​了牛奶。 美英去了办公室.
</context>

QUESTION: 足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}","Read the provided text, which contains facts about different events mixed with unrelated information. Answer the question by identifying and combining two relevant facts.

<context>
丽华把足球带到了那里。 丽华把足球扔掉了。 美英游至花园。 美英去那里接​​了牛奶。 美英去了办公室。 美英走到走廊上。 美英把牛奶掉在那里了。 健行至花园。 梨花朝卧室走去。 健搬到了办公室.
</context>

QUESTION: 足球在哪里？?

Format your response strictly in JSON, and output the answer only.
{
    ""ANSWER"":     
}"
